2025-11-02 21:01:56.644 | DEBUG    | src.data.processing:data_processing_inference:28 - 🔧 Starting `data_processing_inference` function.
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 21:08:46.889 | SUCCESS  | src.data.processing:data_processing_inference:114 - ✅ Data processing pipeline completed successfully.
2025-11-02 21:08:46.897 | DEBUG    | src.data.processing:data_processing_inference:28 - 🔧 Starting `data_processing_inference` function.
2025-11-02 21:08:46.897 | INFO     | src.data.processing:data_processing_inference:29 - Mode: is_train=False
2025-11-02 21:08:46.899 | INFO     | src.data.processing:data_processing_inference:32 - Removing columns ['id', 'NObeyesdad'].
2025-11-02 21:08:46.899 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'NObeyesdad']
2025-11-02 21:08:46.905 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 21:08:46.907 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 21:08:46.911 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 21:08:46.924 | INFO     | src.data.processing:data_processing_inference:52 - Loading 'qcut_bins' from aws.
2025-11-02 21:08:49.516 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 21:08:49.526 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 21:08:49.535 | INFO     | src.data.processing:data_processing_inference:75 - Loading 'scalers' from aws
2025-11-02 21:08:52.047 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 21:08:52.053 | INFO     | src.data.processing:data_processing_inference:102 - Loading 'features_encoder' from aws.
2025-11-02 21:08:54.416 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 21:08:54.441 | SUCCESS  | src.data.processing:data_processing_inference:114 - ✅ Data processing pipeline completed successfully.
2025-11-02 21:08:54.512 | INFO     | src.model.inference:predict:94 - Prediction: [1 1 1 ... 4 4 4].
2025-11-02 21:08:54.546 | INFO     | src.model.inference:predict:94 - Prediction: ['Normal_Weight' 'Normal_Weight' 'Normal_Weight' ... 'Obesity_Type_III'
 'Obesity_Type_III' 'Obesity_Type_III'].
2025-11-02 21:09:39.100 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 21:09:39.110 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 21:09:39.116 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 21:09:40.580 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 21:09:40.595 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 21:09:40.595 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 21:09:40.595 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 21:09:40.601 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'Age', 'NObeyesdad']
2025-11-02 21:09:41.995 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 21:09:42.007 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 21:09:42.034 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 21:09:42.038 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 21:09:42.038 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 21:09:42.040 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'Age', 'NObeyesdad']
2025-11-02 21:09:42.042 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 21:09:42.056 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 21:09:43.547 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 21:09:44.992 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 21:09:46.542 | INFO     | src.data.processing:_encode_label:224 - Encoding label
2025-11-02 21:09:46.574 | INFO     | src.data.utils:download_dataset:104 - Downloading dataset aravindpcoder/obesity-or-cvd-risk-classifyregressorcluster and saving into the folder D:\My_project\e2e_ml\data.
2025-11-02 21:09:49.920 | INFO     | src.data.utils:download_dataset:104 - Downloading dataset playground-series-s4e2 and saving into the folder D:\My_project\e2e_ml\data.
2025-11-02 21:09:53.404 | DEBUG    | src.data.processing:data_processing_inference:28 - 🔧 Starting `data_processing_inference` function.
2025-11-02 21:09:53.404 | INFO     | src.data.processing:data_processing_inference:29 - Mode: is_train=False
2025-11-02 21:09:53.404 | INFO     | src.data.processing:data_processing_inference:32 - Removing columns ['id', 'NObeyesdad'].
2025-11-02 21:09:53.404 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'NObeyesdad']
2025-11-02 21:09:53.404 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 21:09:53.408 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 21:09:53.408 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 21:09:53.408 | INFO     | src.data.processing:data_processing_inference:52 - Loading 'qcut_bins' from aws.
2025-11-02 21:09:54.896 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 21:09:54.900 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 21:09:54.907 | INFO     | src.data.processing:data_processing_inference:75 - Loading 'scalers' from aws
2025-11-02 21:09:56.370 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 21:09:56.374 | INFO     | src.data.processing:data_processing_inference:102 - Loading 'features_encoder' from aws.
2025-11-02 21:09:57.829 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 21:09:57.836 | SUCCESS  | src.data.processing:data_processing_inference:114 - ✅ Data processing pipeline completed successfully.
2025-11-02 21:09:57.839 | INFO     | src.model.inference:predict:94 - Prediction: ['Normal_Weight'].
2025-11-02 23:14:54.062 | DEBUG    | src.data.processing:data_processing_inference:28 - 🔧 Starting `data_processing_inference` function.
2025-11-02 23:14:54.063 | INFO     | src.data.processing:data_processing_inference:29 - Mode: is_train=False
2025-11-02 23:14:54.063 | INFO     | src.data.processing:data_processing_inference:32 - Removing columns ['id', 'NObeyesdad'].
2025-11-02 23:14:54.063 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'NObeyesdad']
2025-11-02 23:14:54.068 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:14:54.070 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:14:54.074 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:14:54.078 | INFO     | src.data.processing:data_processing_inference:52 - Loading 'qcut_bins' from aws.
2025-11-02 23:14:55.730 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 23:14:55.746 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:14:55.752 | INFO     | src.data.processing:data_processing_inference:75 - Loading 'scalers' from aws
2025-11-02 23:14:57.354 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:14:57.359 | INFO     | src.data.processing:data_processing_inference:102 - Loading 'features_encoder' from aws.
2025-11-02 23:14:59.323 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 23:14:59.378 | SUCCESS  | src.data.processing:data_processing_inference:114 - ✅ Data processing pipeline completed successfully.
2025-11-02 23:14:59.384 | DEBUG    | src.data.processing:data_processing_inference:28 - 🔧 Starting `data_processing_inference` function.
2025-11-02 23:14:59.384 | INFO     | src.data.processing:data_processing_inference:29 - Mode: is_train=False
2025-11-02 23:14:59.384 | INFO     | src.data.processing:data_processing_inference:32 - Removing columns ['id', 'NObeyesdad'].
2025-11-02 23:14:59.384 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'NObeyesdad']
2025-11-02 23:14:59.388 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:14:59.390 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:14:59.393 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:14:59.397 | INFO     | src.data.processing:data_processing_inference:52 - Loading 'qcut_bins' from aws.
2025-11-02 23:15:01.092 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 23:15:01.106 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:15:01.112 | INFO     | src.data.processing:data_processing_inference:75 - Loading 'scalers' from aws
2025-11-02 23:15:02.635 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:15:02.646 | INFO     | src.data.processing:data_processing_inference:102 - Loading 'features_encoder' from aws.
2025-11-02 23:15:04.236 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 23:15:04.296 | SUCCESS  | src.data.processing:data_processing_inference:114 - ✅ Data processing pipeline completed successfully.
2025-11-02 23:15:04.480 | INFO     | src.model.inference:predict:94 - Prediction: [6 1 0 ... 2 6 3].
2025-11-02 23:15:04.713 | INFO     | src.model.inference:predict:94 - Prediction: ['Overweight_Level_II' 'Normal_Weight' 'Insufficient_Weight' ...
 'Obesity_Type_I' 'Overweight_Level_II' 'Obesity_Type_II'].
2025-11-02 23:16:11.142 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:16:11.156 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:16:11.168 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:16:13.048 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 23:16:13.060 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:16:13.062 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:16:13.064 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:16:13.068 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'Age', 'NObeyesdad']
2025-11-02 23:16:14.712 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:16:14.727 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:16:14.752 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:16:14.756 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:16:14.759 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:16:14.763 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'Age', 'NObeyesdad']
2025-11-02 23:16:14.778 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:16:14.802 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:16:17.182 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 23:16:19.103 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 23:16:20.832 | INFO     | src.data.processing:_encode_label:224 - Encoding label
2025-11-02 23:16:20.861 | INFO     | src.data.utils:download_dataset:106 - Downloading dataset aravindpcoder/obesity-or-cvd-risk-classifyregressorcluster and saving into the folder D:\My_project\e2e_ml\data.
2025-11-02 23:16:24.218 | INFO     | src.data.utils:download_dataset:106 - Downloading dataset playground-series-s4e2 and saving into the folder D:\My_project\e2e_ml\data.
2025-11-02 23:16:27.558 | DEBUG    | src.data.processing:data_processing_inference:28 - 🔧 Starting `data_processing_inference` function.
2025-11-02 23:16:27.558 | INFO     | src.data.processing:data_processing_inference:29 - Mode: is_train=False
2025-11-02 23:16:27.558 | INFO     | src.data.processing:data_processing_inference:32 - Removing columns ['id', 'NObeyesdad'].
2025-11-02 23:16:27.558 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'NObeyesdad']
2025-11-02 23:16:27.558 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:16:27.558 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:16:27.558 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:16:27.558 | INFO     | src.data.processing:data_processing_inference:52 - Loading 'qcut_bins' from aws.
2025-11-02 23:16:29.118 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 23:16:29.120 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:16:29.123 | INFO     | src.data.processing:data_processing_inference:75 - Loading 'scalers' from aws
2025-11-02 23:16:30.638 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
